source_file,row_id,caption_original,price,category,has_link,contains_renew,mentions_tip
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,7453,i just posted a crazyy new tape on my page but i wanna know if you could do a better job 😻 i need someone to film with that could handle all this body if you're serious about filming with me send a dick pic after u watch this 😈 👉🏻 [enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,7465,my sisters pissed that i posted this so i have to delete it by tonight 😫[enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8077,incase you havent seen me deepthroat a cock and swallow a load like a good girl 😋 [enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8129,"### FUCKED BF😤 was for 2 years and this ***SLUTT FUCKED *** 😡 I told her the **ONLY WAY** I’d forgive her is if she sends **EVERYONE who DMs her** “😈” **ALL THE NUDES SHE SENT HIM FOR FREE** 🤗 **DONT** miss out daddy, punish her for me 👇🏼💕 [enter link here]",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8166,### BIG TITTY STEPMOM 🥵 my **SLUTTY STEPMOM** ✨ .st.p ✨ loves dick and anal more than anyone I’ve ever met 🍆🍑 she is so fucking horny that she ***TURNED HER ONLYFANS FREE FOR THE NEXT 24 HOURS*** 🤫 and is sending **EVERYONE who DMs** her a 😈 a **FREE ANAL SQUIRTING SEXTAPE** 💦 for the next **24 HOURS ONLY….** don’t miss out daddy **FREE LINK**👇🏼 [enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9304,As promised here is FREE access to MILA’s $20 onlyfans page for buying the Mila package! [enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9306,### 2 SPOTS LEFT 🚨 DONT LOSE CLUSIVE CONTENT⚠️ after the goal is hit im taking it down ***[enter link here] ***,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9307,dont miss the chance to get 50% my whole page full off the ***best amateur*** models🔥 https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9699,"BABE! check out s page, $15 a month with all free content! she already has a ton of free content uploaded to her feed. sometimes sending content for $5 but never more! she’s 100% down for customs and requests and she likes it dirty so don’t be shy;) should we collab? https://onlyfans.com/",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9766,"is having a sale right now! 35% off for all new subs!! she’s posts everything! explicit, freebie friday’s and customs! she has a whole menu to request customs from! go sub! I promise it’s worth it!💋🖤 https://onlyfans.com/",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10001,I cannot believe the new sextape just released 🥵 She loves to get fucked in all positions… You won’t believe how bad she can get…I am already excited for her next one…🤤 Go check it out for yourself 😈👇 😍 https://onlyfans.com/ 😍,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10015,💕 💕 is the hottest baddie on onlyfans! 😈 she just started her new OF and she does full nude sextape/blowjobs/solo content and more! 😍 she's running a promo rn 🥰 if you sub and text her “ sent me” she’ll send you a full 4+ min doggystyle sextape for FREE! 🥵she will make sure it was worth your time 👅💦 https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10031,is the sexiest baddie on OnlyFans🤫 She’s running a promo on her page for a limited time only😍 Sub now and she’ll send you a complimentary nude in your dm’s🤤 She’s waiting for you and ready to make you cum today😈💦⬇️⬇️⬇️ https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10220,💕 💕 is the hottest girly on onlyfans! 😳 she just started her new OF and she does full nude sextapes/blowjobs/solo content and a lot more! 😈 she's running a promo rn 😌 if you sub and text her “ sent me” she’ll send you a ***FREE*** nude! 🥵 I made sure it was worth your time 👅💦 https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10315,is the naughtiest girl on onlyfans 😍 she just broke up with her bf and discounted her page 🥵 she’s soooo horny and ready to play 🤤 subscribe and message her “ sent me” for a free nude surprise 🙈 don’t miss out! go see her play with her little pussy now👅 trusttt me you don't want to miss out on that 💦⬇️ https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10316,is the naughtiest girl on onlyfans 😍 she just broke up with her bf and discounted her page 🥵 she’s soooo horny and ready to play 🤤 subscribe and message her “ sent me” for a free nude surprise 🙈 don’t miss out! go see her play with her little pussy now👅 trusttt me you don't want to miss out on that 💦⬇️ https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10623,"Hey babe, In case you haven't seen it today here's the calendar I posted about yesterday! 😏 It comes with a different Toy for each day and I am going to be making a new video everyday with each toy. 🥵Tipping my campaign gets you added into a group where you will receive discounted and FREE videos of me using each toy.😈😈 I attached the link to the post for you 😘😘 [enter link here]",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10633,"Thirsty Thursday daddy😈 If you didn't see my post about today, here's the link!! [enter link here] Just filmed lots of content for it including a ton of nudes and masturbation video's👅",0.0,Link drop,True,False,False
