source_file,row_id,caption_original,price,category,has_link,contains_renew,mentions_tip
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8471,"Hello! Sorry i had a family emergency! Ill be sending all pending content tomorrow! Let me know if i owe you a new sub selfie or a renew vid! (U need to actually renew not just have it on), reply to this message if i owe you something please",0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8474,"Hope you guys had an amazing weekend! Remember to send me ur names so i can send u the new sub selfie! Alsoo just a reminder, if you renew your subscription i will send u a 10 second video with your name on my tits aswell!",0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8479,"Hii guys! Ill be sending new sub selfies and renew vids tomorrow, please send me ur names :)",0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8483,Hi guys! Ill be connected tomorrow all day answering all ur messages and sending sub and renew selfies and vids and pending content! Ive been very busy with work and school!,0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8498,"hope you are having a great week! Starting today, if you leave renew on and renew your subscription you receive a free full ppv! :)",0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8680,### FREE DOGGYSTYLE BUNDLE 🔞 I am sending a **FREE DOGGYSTYLE BUNDLE** to everyone with renew on tonight 📆 make sure you have your renew on if you want **DAILY FREE SURPRISES** 😈 click the link below to turn renew on NOW 👇🏼 https://onlyfans.com/ENTERUSERNAME?enable_renew=1,0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8703,FREE DOGGYSTYLE BUNDLE 🔞 I am sending a FREE DOGGYSTYLE BUNDLE to everyone with renew on tonight 📆 make sure you have your renew on if you want DAILY FREE SURPRISES 😈 click the link below to turn renew on NOW 👇🏼 https://onlyfans.com/ENTERUSERNAME?enable_renew=1,0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8719,FREE DOGGYSTYLE BUNDLE 🔞 I am sending a FREE DOGGYSTYLE BUNDLE to everyone with renew on tonight 📆 make sure you have your renew on if you want DAILY FREE SURPRISES 😈 click the link below to turn renew on NOW 👇🏼 https://onlyfans.com/ENTERUSERNAME?enable_renew=1,0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,8784,😈😽 𝐅𝐑𝐄𝐄 𝐓𝐀𝐏𝐄 🙈💦 𝘓𝘐𝘔𝘐𝘛𝘌𝘋 𝘖𝘍𝘍𝘌𝘙 😱 if you want to be sent a VIDEO tonight for FREE 😱 I am sending it out to EVERYONE with renew on for free... don't miss out! 👇🏼 https://onlyfans.com/ENTERUSERNAME?enable_renew=1,0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9257,"Heyy, if you renew your subscription to my page you will receive a special surprise video only sent to my biggest supporters with “renew on” sending the video tomorrow😊",0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9258,THANK YOU!! This is a free super hot video just for you because you have Renew on! Thank you for being such an amazing supporter and I will continue to provide extremely hot content for you! Thanks again and enjoy!,0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9301,I'm sending out an ***UNRELEASED COLLAB***🔞 that ive never even fucked 💦on stream to **ALL** my fans with renew on tn. 🔞 click the link below to turn renew on 👇🏼 https://onlyfans.com/ ?enable_renew=1,0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9312,𝙔𝙤 𝙄 𝙟𝙪𝙨𝙩 𝙥𝙚𝙚𝙥𝙚𝙙 𝙩𝙝𝙖𝙩 𝙮𝙤𝙪𝙧 𝙧𝙚𝙣𝙚𝙬 𝙞𝙨𝙣𝙩 𝙩𝙪𝙧𝙣𝙚𝙙 𝙤𝙣 🤔 𝙄𝙢 𝙟𝙪𝙨𝙩 𝙡𝙤𝙤𝙠𝙞𝙣𝙜 𝙤𝙪𝙩 𝙛𝙤𝙧 𝙮𝙤𝙪 𝙙𝙤𝙜 𝙗𝙚𝙘𝙖𝙪𝙨𝙚 𝙞𝙢 𝙜𝙤𝙞𝙣𝙜 𝙩𝙤 𝙗𝙚 𝙙𝙧𝙤𝙥𝙥𝙞𝙣𝙜 𝙢𝙮 𝙣𝙚𝙬 𝙩𝙖𝙥𝙚𝙨 𝙩𝙤 𝙖𝙡𝙡 𝙢𝙮 𝙧𝙚𝙨𝙪𝙗𝙨 𝙛𝙤𝙧 🚨 **50%** 𝙊𝙁𝙁 🚨 ***𝗖𝗟𝗜𝗖𝗞 𝗧𝗛𝗜𝗦 𝗟𝗜𝗡𝗞 𝗧𝗢 𝗧𝗨𝗥𝗡 𝗢𝗡 𝗥𝗘𝗡𝗘𝗪 𝗔𝗡𝗗 𝗜𝗟𝗟 𝗦𝗘𝗡𝗗 𝗬𝗢𝗨 𝗔 𝗙𝗥𝗘𝗘 𝗖𝗨𝗠𝗣𝗜𝗟𝗔𝗧𝗜𝗢𝗡*** 💪 https://onlyfans.com/ ?enable_renew=1 Once you renew lmk and ill send it to you asap 💯,0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9325,Dropping My Fav Blowjob and fuck video today with LIZ 😩💦To this day I remember how she made my toes curl as she sucked me off and had the wettest pussy 💦that I can't stop myself from giving her the best backshots while looking at her prefect asshole as she spread her cheeks apart until I busted inside of her😩🥴 I will send this 25mins+ full video to you plus extra goodies 😈 if you renew your sub this May 🥵🔥,0.0,Renew campaign captions,False,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9335,"### 𝐅𝐑𝐄𝐄 𝐆𝐢𝐟𝐭 🎁‼️ **Enable** ***RENEW*** and ill send you a 🔥 ***XXX*** bundle right away 😎 Click the link below and DM me ""Renew on"" https://onlyfans.com/?enable_renew=1 to unlock it 🏆👆",0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9341,"WANT A 𝐅𝐑𝐄𝐄 𝐆𝐢𝐟𝐭 🎁‼️?? Enable RENEW and ill send you a 🔥 XXX bundle right away 😎 Click the link below and DM me ""Renew on"" https://onlyfans.com/ ?enable_renew=1 to unlock it your ***FREE XXX BUNDLE🏆👆***",0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9342,"WANT A 𝐅𝐑𝐄𝐄 𝐆𝐢𝐟𝐭 🎁‼️?? Enable RENEW and ill send you a 🔥 XXX bundle right away 😎 Click the link below and DM me ""Renew on"" https://onlyfans.com/ ?enable_renew=1 to unlock it your FREE XXX BUNDLE🏆👆",0.0,Renew campaign captions,True,True,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,9344,"### WANT 50% 𝗢𝗙𝗙 𝗘𝗩𝗘𝗥𝗬 𝗣𝗣𝗩🎁‼️?? Enable ***RENEW*** to get **50% off everything** and ill ALSO send you a 🔥 XXX bundle right away 😎 ***Click the link below*** and **DM** me ""Renew on"" **FOR HALF OFF ALL PPVs** AND A ***FREE*** **BUNDLE 🏆🔥** https://onlyfans.com/ ?enable_renew=1 to 🏆👆🏆👆🏆👆🏆👆",0.0,Renew campaign captions,True,True,False
